,drug_name,side_effects,brand_names,alcohol,drug_link
145,lithium,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Too much lithium in your body can cause death. Lithium toxicity can occur if you take only slightly more than a recommended dose. Stop using this medicine and call your doctor right away if you have symptoms of lithium toxicity: muscle weakness, twitching, drowsiness, feeling light-headed, mood changes, blurred vision, ringing in your ears, irregular heartbeats, confusion, slurred speech, clumsiness, trouble breathing, or seizures. Call your doctor at once if you have: a light-headed feeling, like you might pass out; shortness of breath; fever, increased thirst or urination; weakness, dizziness or spinning sensation; memory problems, hallucinations; problems with balance or muscle movement; loss of bowel or bladder control; a seizure (blackout or convulsions); low sodium level - headache, confusion, slurred speech, severe weakness, vomiting, loss of coordination, feeling unsteady; thyroid problems - weight gain or loss, muscle pain, tremors, feeling hot or cold, changes in your skin or hair, sweating, feeling weak or tired, fast or pounding heartbeats, increased bowel movements, feeling anxious or agitated; dehydration symptoms - feeling very thirsty or hot, being unable to urinate, heavy sweating, or hot and dry skin ; or increased pressure inside the skull -severe headaches, ringing in your ears, dizziness, nausea , vision problems, pain behind your eyes. Seek medical attention right away if you have symptoms of serotonin syndrome, such as: agitation , hallucinations, fever, sweating, shivering, fast heart rate , muscle stiffness, twitching, loss of coordination, nausea, vomiting, or diarrhea. Common lithium side effects may include: dizziness, drowsiness; tremors in your hands; trouble walking; dry mouth, increased thirst or urination; nausea, vomiting, loss of appetite; rash; or blurred vision.","Lithobid, Eskalith, Eskalith-CR",X,https://www.drugs.com/lithium.html
146,glyburide,"dark urine, jaundice (yellowing of the skin or eyes); severe skin rash, redness, or itching; pale skin, easy bruising or bleeding; fever, chills, sore throat, mouth sores; or low levels of sodium in the body headache, confusion, slurred speech, severe weakness, vomiting , loss of coordination, feeling unsteady. Older adults may be more likely to have low blood sugar while taking glyburide. Common glyburide side effects may include: low blood sugar; nausea, heartburn , feeling full; muscle or joint pain ; blurred vision; or mild rash or skin redness.","DiaBeta, Glynase PresTab, Micronase",X,https://www.drugs.com/glyburide.html
147,adalimumab,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Call your doctor right away if you have any symptoms of lymphoma : fever, swollen glands, night sweats , general feeling of illness; joint and muscle pain, skin rash , easy bruising or bleeding; pale skin, feeling light-headed or short of breath, cold hands and feet; pain in your upper stomach that may spread to your shoulder; or loss of appetite, feeling full after eating only a small amount, weight loss . Also call your doctor at once if you have: new or worsening psoriasis (raised, silvery flaking of the skin); a sore or bump on your skin that does not heal; symptoms of sepsis --confusion, chills, severe drowsiness, fast heartbeats, rapid breathing, feeling very ill; liver problems--body aches, tiredness, stomach pain, right-sided upper stomach pain, vomiting , loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes); lupus -like syndrome--joint pain or swelling, chest pain, shortness of breath, patchy skin color that worsens in sunlight; nerve problems--numbness, tingling, dizziness , vision problems, weakness in your arms or legs; or signs of tuberculosis--fever with ongoing cough, weight loss (fat or muscle). Older adults may be more likely to develop infections or cancer while using adalimumab. Common side effects of adalimumab may include: headache ; cold symptoms such as stuffy nose, sinus pain, sneezing, sore throat ; rash; or redness, bruising, itching, or swelling where the injection was given.","Humira, Humira Pediatric Crohn's Disease Prefill Syringe Start Pack, Humira Pre-filled Syringe, Humira Pen Psoriasis/Uveitis/Adol HidraSuppur Starter Pack, Humira Pen Crohns/Ulcer Colitis/Hidradenitis Suppurati StrPk, Humira Pen Psoriasis/Uveitis Starter Pack, Humira Pen Pediatric Ulcerative Colitis Starter Pack",,https://www.drugs.com/mtm/adalimumab.html
148,budesonide,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. budesonide nasal may cause serious side effects. Stop using budesonide nasal and call your doctor at once if you have: come into contact with anyone who has chickenpox, measles or tuberculosis ; severe or ongoing nosebleeds ; vision problems; or fever, chills, body aches, flu symptoms. Less serious side effects may be more likely, and you may have none at all.","Rhinocort Allergy, Rhinocort, Rhinocort Aqua",,https://www.drugs.com/mtm/budesonide-nasal.html
149,budesonide,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Budesonide may cause serious side effects. Call your doctor at once if you have: thinning skin, easy bruising, increased acne or facial hair; swelling in your ankles; weakness, tiredness, or a light-headed feeling, like you might pass out; nausea , vomiting, rectal bleeding ; pain or burning when you urinate; menstrual problems (in women), impotence or loss of interest in sex (in men); or signs of too much steroid medicine in your blood--acne, bruising, thinning skin, increased facial or body hair, stretch marks, increased body fat, or changes in the shape or location of body fat (especially in your face, neck, back, and waist). Common side effects of budesonide may include: headache , dizziness ; indigestion , nausea, vomiting, stomach pain, bloating , gas, constipation ; feeling tired; back pain , joint pain; painful urination; cold symptoms such as stuffy nose, sneezing, sore throat ; pain anywhere in your body; or signs of too much steroid medicine in your blood.","Entocort EC, Ortikos, Uceris",,https://www.drugs.com/mtm/budesonide.html
150,promethazine,"hives; difficult breathing; swelling of your face, lips, tongue, or throat. Stop using promethazine and call your doctor at once if you have: severe drowsiness, weak or shallow breathing; a light-headed feeling, like you might pass out; confusion, agitation, hallucinations, nightmares; seizure (convulsions); fast or slow heartbeats; jaundice (yellowing of the skin or eyes); uncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking or eye movement); easy bruising or bleeding (nosebleeds, bleeding gums); sudden weakness or ill feeling, fever, chills, sore throat, mouth sores, red or swollen gums, trouble swallowing; or severe nervous system reaction--very stiff (rigid) muscles, high fever, sweating, confusion, fast or uneven heartbeats, tremors, feeling like you might pass out. Side effects such as confusion and severe drowsiness may be more likely in older adults. Common promethazine side effects may include: drowsiness, dizziness; ringing in your ears; double vision; feeling nervous; dry mouth; or tired feeling, sleep problems (insomnia).",Phenergan,X,https://www.drugs.com/promethazine.html
151,doxazosin,"hives; difficulty breathing; swelling of your face, lips, tongue, or throat. Call your doctor at once if you have: a light-headed feeling, like you might pass out; severe ongoing stomach pain or bloating; new or worsening chest pain; trouble breathing; or a penis erection that is painful or lasts 4 hours or longer. Common doxazosin side effects may include: low blood pressure, dizziness; drowsiness; headache; or feeling weak or tired.","Cardura, Cardura XL",X,https://www.drugs.com/doxazosin.html
152,labetalol,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Labetalol may cause serious side effects. Call your doctor at once if you have: a light-headed feeling, like you might pass out; slow heart rate, weak pulse, fainting, slow breathing (breathing may stop); shortness of breath (even with mild exertion), swelling, rapid weight gain; severe headache , blurred vision, pounding in your neck or ears; or liver problems--loss of appetite, stomach pain (upper right side), flu-like symptoms, itching, dark urine, jaundice (yellowing of the skin or eyes). Severe dizziness or fainting may be more likely in older adults. Common side effects of labetalol may include: dizziness, drowsiness, tiredness; nausea , vomiting ; sudden warmth, skin redness, sweating; numbness ; or tingly feeling in your scalp.","Trandate, Normodyne",X,https://www.drugs.com/mtm/labetalol.html
153,terazosin,"hives; difficulty breathing; swelling of your face, lips, tongue, or throat. Call your doctor at once if you have any of these serious side effects: fast or pounding heartbeats or fluttering in your chest; feeling like you might pass out; swelling in your hands, ankles, or feet; or penis erection that is painful or lasts 4 hours or longer. Less serious terazosin side effects may include: mild dizziness; weakness, drowsiness; blurred vision; nausea; or headache.",Hytrin,X,https://www.drugs.com/terazosin.html
154,cyclosporine,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Cyclosporine may cause serious side effects. Call your doctor at once if you have: problems with speech, thought, vision, or muscle movement (may start gradually and get worse quickly); a seizure; severe headache , blurred vision, pounding in your neck or ears; pale skin, easy bruising, unusual bleeding; high potassium level-- nausea , weakness, tingly feeling, chest pain, irregular heartbeats, loss of movement; kidney problems--urinating less, swelling in your feet or ankles, feeling tired or short of breath; liver problems--loss of appetite, stomach pain (upper right side), jaundice (yellowing of the skin or eyes); or signs of infection--fever, chills, flu symptoms, mouth sores, skin sores, sore throat , cough, trouble breathing. Common side effects of cyclosporine may include: tremors or shaking; acne , increased growth of facial or body hair; increased blood pressure; nausea, diarrhea ; or swollen or painful gums.","Gengraf, Neoral, SandIMMUNE",,https://www.drugs.com/mtm/cyclosporine-oral-injection.html
